11869,73859
48387,16571
16915,63210
80875,55041
97693,71653
79231,85526
87829,56188
65151,6200
33765,51199
64383,61061
57516,63167
3130,89951
48189,20227
10361,32109
67344,6936
21014,61136
91222,80209
42833,37295
98466,12218
46076,89476
52539,50921
51722,46083
82929,85266
75935,47926
10579,40725
220,67661
27559,45042
689,47665
53384,7497
14324,16326
29676,86311
18700,14192
70045,47607
90629,72319
91691,19286
7726,94346
31612,83979
80567,34109
32485,97174
25848,60033
66411,20345
31882,4231
12828,69319
30776,22050
82385,97864
39302,43658
62465,28669
16188,17036
27507,54626
19156,2604
789,8478
35431,99595
55101,14319
14753,80929
46288,31237
39932,27721
38112,80097
97673,97620
46717,50697
60562,45844
68006,81329
44719,26201
78171,98628
1315,23827
97574,28990
35509,18945
13647,76165
41998,74539
91724,88591
83926,91490
72224,51254
64320,91792
1745,56534
24169,76655
17431,39259
80,54358
93436,55462
85764,27368
14756,14264
4561,19092
10117,66260
89944,10721
97233,29987
79012,26242
68495,56172
70994,97895
21856,83380
72480,38407
4873,24996
7620,50514
22544,21770
8092,19174
46751,53856
94790,43138
48710,82558
31335,40662
69332,39090
3083,81615
36638,73134
68934,43969
44326,16558
8209,2222
89936,10857
10312,19121
4907,91965
62661,51822
4282,5025
32126,78955
22250,8862
16516,94066
55286,80685
45631,92001
93516,61452
69368,36157
14346,24451
85402,77634
26300,80406
89768,56266
33242,49279
67490,98426
76154,37661
91033,72118
80115,78503
67616,89502
42997,84217
29971,65685
31058,19818
42293,70414
66661,55660
70912,7370
76771,34321
23389,67589
26801,32444
41127,27018
61218,54442
81664,85655
83319,48171
82398,7182
49834,29205
7771,24144
49020,87090
86687,73817
55174,35924
80567,5681
43520,55636
61994,59357
20189,54088
27543,48268
45785,81133
61203,85908
90306,86806
58118,98516
4643,85161
12900,22413
29892,66354
93320,74030
28085,15474
94539,96288
9572,88366
16128,45380
15843,73711
48727,7487
10391,31258
89216,10635
53890,33549
91592,28798
50536,51224
11246,55763
98328,70634
89857,49481
24842,41657
8651,53857
74167,5652
62919,21928
98282,22551
5566,35778
84742,37427
4488,4224
34085,21068
15671,91750
54821,32111
78532,12626
97271,57688
92723,86677
86923,14479
50277,7565
74049,25451
72975,57516
89959,4240
20256,56053
26460,39589
40369,50933
662,51258
96985,93233
84113,27128
77833,73120
67044,64212
57964,45569
68871,86327
28112,97237
78921,20489
25869,49838
4867,97492
19404,65533
5121,30677
29122,8582
41934,33785
6574,79125
85230,92480
81032,74922
67272,2366
69487,39707
90397,33629
89310,19449
21609,48177
12789,15914
54796,71600
1159,44586
33962,58896
97024,17331
31155,44831
24111,97080
62985,12261
39556,4041
13915,6997
43764,50433
37503,50260
55782,20239
68594,92680
55591,93820
38159,87795
88664,67962
52970,59527
43036,20934
39924,56611
10760,21742
1390,4296
37435,96626
28206,44827
72048,20592
44064,94048
44503,42122
2817,16647
7636,39133
73397,59411
9921,5591
28132,5456
9367,91251
17984,81602
61634,17636
55316,66033
624,93440
65384,84424
88486,81295
22900,23286
93187,46308
48232,73876
34062,40910
30779,97881
12095,85724
22820,56456
601,3863
29557,34692
93018,77146
6508,17360
94683,62459
17735,56166
21898,54156
48096,90062
40044,78949
22576,36921
26533,30882
50924,4193
80490,26505
97897,47024
58847,13730
69723,67935
63606,51807
87134,31651
31308,24186
53008,37734
40433,94457
62952,36385
8100,84670
60675,49335
88295,38897
30834,19049
88568,40307
86985,51937
34372,27963
40731,13947
85159,24802
92298,45522
58939,63802
90849,42068
31282,46254
77919,93397
60216,77316
32051,92556
2643,19229
67067,89076
65369,22145
887,5169
91056,34121
10079,67822
69785,90595
9704,46471
8991,45137
9430,97703
87362,64111
59059,47444
56046,46034
26512,24663
75082,85908
64281,26495
43976,29232
4964,40250
47612,76164
74651,67086
14148,65231
28144,73079
81670,25214
30884,37053
74192,23777
83729,63912
56146,12529
54537,66985
60665,51063
67666,25551
61051,91188
18777,68146
24413,51556
62465,79120
85488,8135
87689,37306
69018,93783
25599,50884
76591,96752
67155,18073
78057,86214
75436,64187
74496,56078
70653,24966
60089,6345
16778,46749
88250,21117
82038,28406
36495,90433
20800,67230
46525,63488
22237,95722
13453,1181
91545,97420
51495,21884
23106,1367
7553,69264
77029,65048
34681,66768
97137,84700
71157,30664
50616,55118
79030,38473
36345,77552
99673,77118
35395,390
3965,46368
20673,20011
92498,13166
62266,80769
1911,79448
33901,61772
57448,70745
62207,68690
80238,65915
28476,34856
49875,19840
94134,23886
38664,40645
51694,1818
13885,82492
74386,26936
31018,76686
83994,6922
10851,78614
1900,22557
10285,79343
56738,73943
56605,32530
53960,63264
9540,70848
75997,65638
97397,5791
26993,83256
54644,61423
15479,51109
20703,43194
53233,58816
46023,25222
60751,86907
9723,96547
69046,26676
29612,63791
18032,15362
95823,88270
24,36246
44046,94272
22043,22032
16043,73344
61728,39931
40201,45520
43604,9620
35622,48524
52001,69762
97475,9183
34571,33316
82288,34493
329,22451
45109,19178
882,77126
7580,64759
29877,86465
18858,12311
33279,53886
46333,12282
30366,81039
75625,12977
41799,82396
69150,47061
54146,93057
13637,72737
86129,45306
39119,71107
37350,20146
62871,70764
13301,35500
94512,48076
60337,82560
2953,3687
59624,53643
30882,27889
98144,37357
27814,47445
2505,1034
63095,23616
73306,28522
42996,59390
7430,5581
43423,91790
35714,82496
95879,91229
91258,15096
87768,48438
57210,67086
99254,96752
23723,67470
66860,77376
95167,78026
69734,41702
85701,93276
21217,99057
76499,39214
34245,33205
64824,83750
78212,74489
4126,90770
96931,59111
34541,92985
78034,29763
9883,26969
58355,75857
80331,85017
60199,52337
8561,92609
40084,84372
72724,31665
23267,31401
46951,77168
12404,59273
96735,34329
62499,29360
5318,87617
82774,16673
38950,91312
46888,91519
33803,29720
7869,56029
56073,8931
48239,2817
60022,69333
68206,92974
77572,73424
42154,61467
90331,80611
13803,88476
36479,16781
14056,60874
58625,29591
81187,47522
16334,39064
52363,89942
38599,36851
18722,14806
23492,67805
59773,52183
58671,83858
17623,71089
93026,72904
13325,73582
60012,66898
2228,25234
95770,57638
97583,9655
26750,31817
25970,15250
190,50963
91875,15031
41010,75270
10987,9647
62548,70011
70205,26867
69990,60001
22461,43970
82977,66130
36133,66208
18092,30837
47012,31470
17039,22125
29859,76075
45122,15515
45166,1149
36742,48461
50662,96310
96161,44690
94223,24309
62512,80606
34759,16624
63530,60103
14223,75692
95015,92361
39461,23210
72465,75407
13478,5404
4487,96884
83260,43551
72901,27457
82850,82499
65827,26033
22599,37707
3382,31674
89344,92869
14845,46361
73037,68868
90673,60148
45734,79098
80533,26163
10363,24223
17741,1421
73634,38076
4651,50071
84986,78208
32261,17965
38893,59336
72269,75468
27993,13918
89658,17122
57133,22626
70352,96444
83277,59732
15916,6528
63677,76775
255,71995
32409,7275
76577,53851
35525,29033
12454,12788
29171,66442
85661,53682
81809,17007
86088,43889
48408,54249
37177,41857
31775,69281
42708,19621
19069,45741
54736,41695
29138,86494
43433,17903
17628,21027
31823,71935
63000,74054
79238,53417
23736,78305
10555,37147
23269,75437
76832,55128
92235,17261
7387,52618
74524,3483
76923,92624
93690,48041
61685,71486
75105,72297
95210,85338
74760,50385
18368,52670
76680,22156
12509,47367
38795,29140
97384,28541
55968,29923
7207,74960
2625,90570
22265,79854
76288,96704
20634,26442
47143,26207
98776,99060
26896,44180
96979,11592
55848,96487
56388,59284
70511,93669
37023,94819
85069,28524
28847,344
41069,39534
85500,71220
52214,53885
92772,60698
8542,89617
97461,41540
89119,20450
38336,28709
78911,83613
19761,57868
97345,51263
67252,89534
24721,76351
48566,34841
55987,87580
12701,78955
33489,66849
65531,11037
80261,85761
9218,1484
18307,1792
179,37387
66457,12983
98301,91518
54178,45367
2514,10904
27629,65215
92718,78277
67590,31666
13569,48629
18225,19734
56723,32913
34787,3864
8482,50959
90268,806
78180,3192
65056,26265
72752,31338
18994,29391
73301,23550
44522,64017
40442,65105
43322,50121
76532,5012
70695,48969
56150,27388
34816,25683
42042,52658
94746,15869
147,64624
71170,47623
67392,36599
28139,67082
84589,40899
